Text,Sentiment,cleaned_text
user EMN Eastman Stoploss in 72.91 after beating 73.56. Eastman Stoploss en 72.91 tras batir 73.56,1,user emn eastman stoploss in 72.91 after beating 73.56. eastman stoploss en 72.91 tras batir 73.56
DPZ looks ready to break out for the next leg up,1,dpz looks ready to break out for the next leg up
WFM building out a nice bull flag here  ,1,wfm building out a nice bull flag here
user: AAP rookies are selling today  Mest loose OTof  being Stubborn !,-1,user aap rookies are selling today mest loose otof being stubborn
user: the right thing to do was to stop out of AAP and flip short// Ther is OTHES Stock Better.. nless  are AEADY Short,-1,user the right thing to do was to stop out of aap and flip short ther is othes stock better.. nless are aeady short
AAP Cracked !!!,-1,aap cracked
AIG looking for entry here.,1,aig looking for entry here.
Nailed GOOG today.,1,nailed goog today.
"user: AAP lets go 425,  (sorry longs, im long also)// r iht 425 annd IF consolidate for 3-5 Week After Bullish",-1,user aap lets go 425 sorry longs im long also r iht 425 annd if consolidate for 35 week after bullish
"Switched my ATHX gains on ASTM. ASTM average TP is 4,07. 1% chance of bankrupcty  ONG",1,switched my athx gains on astm. astm average tp is 407. 1% chance of bankrupcty ong
user EMN Eastman Stoploss in 73.46 after beating 73.85. Eastman Stoploss en 73.46 tras batir 73.85,1,user emn eastman stoploss in 73.46 after beating 73.85. eastman stoploss en 73.46 tras batir 73.85
KEX the break of the 8.49 secondary price was your obvious signal...,-1,kex the break of the 8.49 secondary price was your obvious signal...
EAP nice upgrade and cross over 50 ma,1,eap nice upgrade and cross over 50 ma
OVTI moving out of long base to the upside  ,1,ovti moving out of long base to the upside
BAC 11.85 in sight... ;-),1,bac 11.85 in sight...
"ed Weekly Triangle on CB,......Net Profit  1,797.00 (3.44%)  ",-1,ed weekly triangle on cb......net profit 1797.00 3.44%
"Green Weekly Triangle on CB,....Open Sell Short at 3.38  ",-1,green weekly triangle on cb....open sell short at 3.38
SBX Solid move today continuing uptrend and holding above support to close the week  ,1,sbx solid move today continuing uptrend and holding above support to close the week
DGI poised to break 30's.,1,dgi poised to break 30s.
AMZN delivering awesomeness every single day. Prime ocks. I am not biased ;-),1,amzn delivering awesomeness every single day. prime ocks. i am not biased
QQQ with the Qs breaking above it basing pattern today I expect GOOG to hit 800 withing the next 2 weeks!!!!,1,qqq with the qs breaking above it basing pattern today i expect goog to hit 800 withing the next 2 weeks
AAP don't touch it unless we get a close above 465 with volume (Earnings gap).,-1,aap dont touch it unless we get a close above 465 with volume earnings gap.
VP Drummond of GOOG sells 190 shares. He can be an outstanding trader based on his timing.,1,vp drummond of goog sells 190 shares. he can be an outstanding trader based on his timing.
user: AAP back to 450 i guess for a pin,-1,user aap back to 450 i guess for a pin
ACTG was a top pick for earnings  starting to breakout. ook for 27.50 soon.  ,1,actg was a top pick for earnings starting to breakout. ook for 27.50 soon.
AAP aw of Attraction & Newton Sem to Win Again,-1,aap aw of attraction newton sem to win again
eality will hit NKD. eiterated as Sell and worth just over 80 per share. PT based on discounted cash flow analysis  ,-1,eality will hit nkd. eiterated as sell and worth just over 80 per share. pt based on discounted cash flow analysis
"QCOM looking good here for a long, yesterday's close as stop",1,qcom looking good here for a long yesterdays close as stop
AAP I agree 450 pin Afternoon !,-1,aap i agree 450 pin afternoon
GOOG lookin good,1,goog lookin good
"GOOG with need a bit more time to break 775, we might get it by EOD though.",1,goog with need a bit more time to break 775 we might get it by eod though.
"DNDN waking up, almost GO TIME here!",1,dndn waking up almost go time here
NFX as I said before...it feel like another distribution day.....  ,-1,nfx as i said before...it feel like another distribution day.....
guess what happens to those chasing SYNM...,-1,guess what happens to those chasing synm...
COST Confirming beautifully here.  52 week high magnet.  Others I like today:  IMM MNX WCG WT  ,1,cost confirming beautifully here. 52 week high magnet. others i like today imm mnx wcg wt
AJ starting to really move; moving stop up again  ,1,aj starting to really move moving stop up again
AAP To much peaks on either side (up or Down) #Broken Good 4 Trade but not for investment IMHO,-1,aap to much peaks on either side up or down broken good 4 trade but not for investment imho
"AAP Almost every long will want to goo out for the Week-End, Nobody wnat to be caught 350-400 for months...",-1,aap almost every long will want to goo out for the weekend nobody wnat to be caught 350400 for months...
VSN pulling out of the station,1,vsn pulling out of the station
user: AAP 450 pin??  Yep !! 450.00 Pin,-1,user aap 450 pin yep 450.00 pin
AAP emember last Friday in the last 5 minutes APP Collapsing !,-1,aap emember last friday in the last 5 minutes app collapsing
long some MENT I like the Cup and Handle pattern. Earnings aren't till late Feb.  ,1,long some ment i like the cup and handle pattern. earnings arent till late feb.
"Big Block Trade Alert: IG, 2/1/13, 11:26 AM, 504260 shares SOD  6.50",-1,big block trade alert ig 2113 1126 am 504260 shares sod 6.50
user: AMPE bouncing after 8-day sell off.  Estimates of how high?,1,user ampe bouncing after 8day sell off. estimates of how high
AAP Will Pin  450 or bellow..,-1,aap will pin 450 or bellow..
CA like the volume in this up move; entry 22.64 stop 21.55  ,1,ca like the volume in this up move entry 22.64 stop 21.55
Scaling into VT Mar 25s calls right now. ight for now. ooks Good. Watch for volume next week.   ,1,scaling into vt mar 25s calls right now. ight for now. ooks good. watch for volume next week.
SWHC Swing Trade Quick Pick: Smith & Wesson |   ,1,swhc swing trade quick pick smith wesson
AAP Closed my short for 1K Will short ater again till gap will be Filled -HAve a Nice Week-End to all G ! :-),-1,aap closed my short for 1k will short ater again till gap will be filled have a nice weekend to all g
SCM Scaling my short,-1,scm scaling my short
FIO this action in this super strong tape = Not bullish...,-1,fio this action in this super strong tape not bullish...
3 calls for 2day. SPY and GOOG makes new highs and GS goes above 149+. All came to fruition. Market has been kind 2 me.,1,3 calls for 2day. spy and goog makes new highs and gs goes above 149. all came to fruition. market has been kind 2 me.
"user: NBS strong financials, more contracts for Progenitor in pipeline, approval for AM-001 expected, this is the sacred cow of 2013 ",1,user nbs strong financials more contracts for progenitor in pipeline approval for am001 expected this is the sacred cow of 2013
"BIG With a strong SI & an improving OBV, I have a feeling that it will break higher shortly.   ",1,big with a strong si an improving obv i have a feeling that it will break higher shortly.
"PEIX strong volume w indicators moving up.Once 0.398 breaks, resist to watch 0.418 followed by 0.43  ",1,peix strong volume w indicators moving up.once 0.398 breaks resist to watch 0.418 followed by 0.43
"TQNT had a great day on Friday. TQNT not only had momentum, it had also strong volume. ong setup.  ",1,tqnt had a great day on friday. tqnt not only had momentum it had also strong volume. ong setup.
Currently long: ANA FB HES BBY WCX VSN,1,currently long ana fb hes bby wcx vsn
C its about eckitt Benckiser (no ticker here?): met equal dist.tgt bearish weekly candle. down.  ,-1,c its about eckitt benckiser no ticker here met equal dist.tgt bearish weekly candle. down.
"AAP is having a hard time at the moment with the 8dsma line, will continue to watch this one.  ",-1,aap is having a hard time at the moment with the 8dsma line will continue to watch this one.
"#13for2013 INVN still the leading gainer - shed 5% this week, profit taking in overbought market   ",1,13for2013 invn still the leading gainer shed 5% this week profit taking in overbought market
California Water Service Group CWT aises Annual Dividend for 46th Consecutive Year | P/E 18.17 | Yield: 3.18,1,california water service group cwt aises annual dividend for 46th consecutive year pe 18.17 yield 3.18
First ever  purchase..splurged on a new mat for Bikram (I hear frond green is hot w/ the ladies -->  via user,1,first ever purchase..splurged on a new mat for bikram i hear frond green is hot w the ladies via user
Great analysis of PNA  ,1,great analysis of pna
COH Monthly h+s getting closer to snapping neckline  ,-1,coh monthly hs getting closer to snapping neckline
"user: QCOM, Friday's lows provided a nice back-test of B/O level  ",1,user qcom fridays lows provided a nice backtest of bo level
AAP has come so far that the gap fill at 425 fits the Eiffel tower analogy. Need 2 search Eiffel on my site if  don't know what it is?,-1,aap has come so far that the gap fill at 425 fits the eiffel tower analogy. need 2 search eiffel on my site if dont know what it is
"CEG daily rejected at Fibextension of the bat, with short ter h+s. Wait to setup user   ",-1,ceg daily rejected at fibextension of the bat with short ter hs. wait to setup user
user: Commented on: Zynga: eady For eal-Money Games And Improving On The Cost Side  ZNGA // #TENDEVESA,1,user commented on zynga eady for ealmoney games and improving on the cost side znga tendevesa
System Flags Buys: AT BAC BDN GFI IPG JCI M S TS VVS,1,system flags buys at bac bdn gfi ipg jci m s ts vvs
WMT breaking out of channel + All MAs are lining up in upward direction.   ,1,wmt breaking out of channel all mas are lining up in upward direction.
"GTXI long 5.16, will take early assuming no gap, SPY green & detect above avg vol  ",1,gtxi long 5.16 will take early assuming no gap spy green detect above avg vol
"If you have OII, short. They have over 1B in liabilities, not cash.",-1,if you have oii short. they have over 1b in liabilities not cash.
"AMZN SI and MACD, suggesting further downside to near-term support in the region of 260 ( 50ema )  ",-1,amzn si and macd suggesting further downside to nearterm support in the region of 260 50ema
ATI is in Breakout mode for Monday. It cleared its 200EMA on high volume + Bullish MACD cross. ong  ,1,ati is in breakout mode for monday. it cleared its 200ema on high volume bullish macd cross. ong
"A GOOD TIME TO STEP BACK AND CONSIDE THE BIG PICTE, ES,YM,TF,SPY,S,C,EC,JY, ",-1,a good time to step back and conside the big picte esymtfspyscecjy
Anyone follow CST? earnings Feb 7th AMC looks interesting here off 50day under 50/share may get a bid into the report on #WATCHIST,1,anyone follow cst earnings feb 7th amc looks interesting here off 50day under 50share may get a bid into the report on watchist
